file_id,ContainerIdentifier,SeriesInstanceUID,series_aws_url
GTEX-13QJC-2026,GTEX-13QJC-2025,1.3.6.1.4.1.5962.99.1.2369219967.1765732188.1720356171135.4.0,s3://idc-open-data/c5e86cbe-77a5-4d2c-94d8-a78b3aa2f814/*
GTEX-1IDJF-1026,GTEX-1IDJF-1025,1.3.6.1.4.1.5962.99.1.2342674138.1623614063.1720329625306.4.0,s3://idc-open-data/373b0045-a6bd-49c5-a344-c80112747120/*
GTEX-1KXAM-2226,GTEX-1KXAM-2225,1.3.6.1.4.1.5962.99.1.2038658545.1022612221.1720025609713.4.0,s3://idc-open-data/c6b84d8f-c50c-4938-9d74-f2d7fa346cd3/*
GTEX-1HSKV-1526,GTEX-1HSKV-1525,1.3.6.1.4.1.5962.99.1.2027797121.760175596.1720014748289.4.0,s3://idc-open-data/fd938fc0-0b80-4fe4-9a7f-2421d5a75bfd/*
GTEX-14H4A-2026,GTEX-14H4A-2025,1.3.6.1.4.1.5962.99.1.2105615930.1368939994.1720092567098.4.0,s3://idc-open-data/93677b92-ec4b-4a65-b4e7-37d4adc802b9/*
GTEX-X4EP-1426,GTEX-X4EP-1425,1.3.6.1.4.1.5962.99.1.2394870285.131701188.1720381821453.4.0,s3://idc-open-data/7e92a8e8-85a5-46f9-bd91-b275ac10573a/*
GTEX-13W46-1926,GTEX-13W46-1925,1.3.6.1.4.1.5962.99.1.2422287796.2032499654.1720409238964.4.0,s3://idc-open-data/311207a1-d55e-4121-b028-03a603818b5e/*
GTEX-1F75I-1026,GTEX-1F75I-1025,1.3.6.1.4.1.5962.99.1.2383889551.1281505675.1720370840719.4.0,s3://idc-open-data/87a881d4-a85d-484f-aa8c-3a4f37f48ed4/*
GTEX-1I1GR-1226,GTEX-1I1GR-1225,1.3.6.1.4.1.5962.99.1.2008395076.1915860614.1719995346244.4.0,s3://idc-open-data/489894b6-8f54-4824-8297-bac3fa20aac5/*
GTEX-1EWIQ-2626,GTEX-1EWIQ-2625,1.3.6.1.4.1.5962.99.1.2131471265.907917105.1720118422433.4.0,s3://idc-open-data/410ed1a9-a496-4ed9-ac58-e6ac702a6b1e/*
GTEX-OIZH-0626,GTEX-OIZH-0625,1.3.6.1.4.1.5962.99.1.2419608874.1911229873.1720406560042.4.0,s3://idc-open-data/e103d739-d5c9-4ed3-bacc-ac0ca2dabe5d/*
GTEX-14AS3-2226,GTEX-14AS3-2225,1.3.6.1.4.1.5962.99.1.2185273619.1224262051.1720172224787.4.0,s3://idc-open-data/fe2b579e-c5d4-43dc-a667-80ed534d1c19/*
GTEX-WVLH-0226,GTEX-WVLH-0225,1.3.6.1.4.1.5962.99.1.2148729954.992413210.1720135681122.4.0,s3://idc-open-data/02789802-8bad-4082-a06d-5551199951a2/*
GTEX-YJ8O-2326,GTEX-YJ8O-2325,1.3.6.1.4.1.5962.99.1.2040576419.1938413558.1720027527587.4.0,s3://idc-open-data/785b9bec-fa27-4ad2-9649-6568eb67b6e3/*
GTEX-VJYA-1226,GTEX-VJYA-1225,1.3.6.1.4.1.5962.99.1.2312913236.974635075.1720299864404.4.0,s3://idc-open-data/79e097a4-5cfc-41e6-9bb8-009a3f62665d/*
GTEX-T2IS-0826,GTEX-T2IS-0825,1.3.6.1.4.1.5962.99.1.2425555695.63198193.1720412506863.4.0,s3://idc-open-data/1a3e923b-a879-4f7d-860b-05cea9aef9fb/*
GTEX-139D8-2926,GTEX-139D8-2925,1.3.6.1.4.1.5962.99.1.2101076487.1396374377.1720088027655.4.0,s3://idc-open-data/8d95ddef-e0f5-4f25-879d-6ad0d915950e/*
GTEX-ZAJG-1826,GTEX-ZAJG-1825,1.3.6.1.4.1.5962.99.1.1981082791.1043458452.1719968033959.4.0,s3://idc-open-data/83023d85-efd8-4d1c-98d9-2ee9ef712a8a/*
GTEX-1RMOY-0626,GTEX-1RMOY-0625,1.3.6.1.4.1.5962.99.1.2254895598.1739421465.1720241846766.4.0,s3://idc-open-data/d1c53859-44a3-4837-a25b-4caccbb3af44/*
GTEX-QLQW-1126,GTEX-QLQW-1125,1.3.6.1.4.1.5962.99.1.2045344139.716064088.1720032295307.4.0,s3://idc-open-data/c7c24357-37f1-403c-8c83-cd81922fa8a0/*
GTEX-1AMFI-1226,GTEX-1AMFI-1225,1.3.6.1.4.1.5962.99.1.2121455665.1930281379.1720108406833.4.0,s3://idc-open-data/0f208a55-b082-4ab5-abed-89499b928af8/*
GTEX-1192X-0426,GTEX-1192X-0425,1.3.6.1.4.1.5962.99.1.2282293957.647146695.1720269245125.4.0,s3://idc-open-data/4721292a-00f9-4959-964f-abd019cad3b4/*
GTEX-1S5VW-1626,GTEX-1S5VW-1625,1.3.6.1.4.1.5962.99.1.2423044943.889512723.1720409996111.4.0,s3://idc-open-data/3ef45bad-d864-4d88-b785-5db8fc0cf156/*
GTEX-ZT9X-0426,GTEX-ZT9X-0425,1.3.6.1.4.1.5962.99.1.2085697366.1051409558.1720072648534.4.0,s3://idc-open-data/5aae7fc2-7934-4d78-8ac0-154f1bf14453/*
GTEX-S7PM-1026,GTEX-S7PM-1025,1.3.6.1.4.1.5962.99.1.2257609130.1424141758.1720244560298.4.0,s3://idc-open-data/190d2409-f855-4096-ae66-bfb637477b8a/*
GTEX-1GF9W-0926,GTEX-1GF9W-0925,1.3.6.1.4.1.5962.99.1.1982327442.209696547.1719969278610.4.0,s3://idc-open-data/79b30cee-ba47-48ce-894d-66ad31bfedf7/*
GTEX-WHSE-2926,GTEX-WHSE-2925,1.3.6.1.4.1.5962.99.1.2230157483.626704608.1720217108651.4.0,s3://idc-open-data/5afb6cb3-40b2-4a31-b806-a2f7ccab68db/*
GTEX-14ICK-1326,GTEX-14ICK-1325,1.3.6.1.4.1.5962.99.1.2322386714.817862315.1720309337882.4.0,s3://idc-open-data/27c3c049-b1ac-4819-abf7-173b39fbb8b6/*
GTEX-12WSI-1126,GTEX-12WSI-1125,1.3.6.1.4.1.5962.99.1.2429690515.888238025.1720416641683.4.0,s3://idc-open-data/acce83c8-9b86-4f26-9bda-fa9eed52070c/*
GTEX-XLM4-2926,GTEX-XLM4-2925,1.3.6.1.4.1.5962.99.1.2222696648.1925266845.1720209647816.4.0,s3://idc-open-data/1cb1c4aa-234e-4211-8fd9-e34659bca89b/*
GTEX-12WS9-0626,GTEX-12WS9-0625,1.3.6.1.4.1.5962.99.1.2269040066.1982673484.1720255991234.4.0,s3://idc-open-data/b3b1a4f9-59a0-4e9f-8f12-00b4f494f94b/*
GTEX-1H1DF-1126,GTEX-1H1DF-1125,1.3.6.1.4.1.5962.99.1.2485214763.1597131847.1720472165931.4.0,s3://idc-open-data/7c1f3b28-4790-4d37-afb9-cf9d6b780a84/*
GTEX-WVJS-0926,GTEX-WVJS-0925,1.3.6.1.4.1.5962.99.1.2165995862.1968642360.1720152947030.4.0,s3://idc-open-data/75a3f702-9ede-4ae8-9611-cbaaad559b3a/*
GTEX-1AX9K-2726,GTEX-1AX9K-2725,1.3.6.1.4.1.5962.99.1.2274308128.1356355064.1720261259296.4.0,s3://idc-open-data/863763e8-2e06-43b1-acaa-f01164857911/*
GTEX-WI4N-0626,GTEX-WI4N-0625,1.3.6.1.4.1.5962.99.1.2259909329.484196070.1720246860497.4.0,s3://idc-open-data/fb0a9d25-b9e9-4863-b7f0-91b6af901841/*
GTEX-1OZHM-1626,GTEX-1OZHM-1625,1.3.6.1.4.1.5962.99.1.2456090583.815296339.1720443041751.4.0,s3://idc-open-data/bce44662-3f2c-4f63-8e71-207c0c258d5f/*
GTEX-14753-3026,GTEX-14753-3025,1.3.6.1.4.1.5962.99.1.2223754155.1717177393.1720210705323.4.0,s3://idc-open-data/b4125a13-680e-4810-b6d4-4a88335bf536/*
GTEX-TKQ1-0826,GTEX-TKQ1-0825,1.3.6.1.4.1.5962.99.1.2319612715.213880541.1720306563883.4.0,s3://idc-open-data/59736668-2098-4caf-8df7-631226a4a635/*
GTEX-1I1CD-2726,GTEX-1I1CD-2725,1.3.6.1.4.1.5962.99.1.2327699028.1265753519.1720314650196.4.0,s3://idc-open-data/f1bf8e78-2759-4848-91d1-2fefe3532e64/*
GTEX-147F3-1626,GTEX-147F3-1625,1.3.6.1.4.1.5962.99.1.2297592728.1364005376.1720284543896.4.0,s3://idc-open-data/48ff963b-86d1-48c0-a563-f133ed16b11b/*
GTEX-15SHW-1226,GTEX-15SHW-1225,1.3.6.1.4.1.5962.99.1.2255136869.1840159342.1720242088037.4.0,s3://idc-open-data/4007ebf6-3bcf-4f99-8f1c-45ad634ee9d7/*
GTEX-1F88F-2926,GTEX-1F88F-2925,1.3.6.1.4.1.5962.99.1.1965618248.1975929590.1719952569416.4.0,s3://idc-open-data/c333bb10-5360-4e0f-8c06-b26528a96c3e/*
GTEX-139YR-1526,GTEX-139YR-1525,1.3.6.1.4.1.5962.99.1.2082894260.1562173080.1720069845428.4.0,s3://idc-open-data/d80f736a-149a-4090-961d-595a7be39e5b/*
GTEX-1GZ4I-0726,GTEX-1GZ4I-0725,1.3.6.1.4.1.5962.99.1.2336434548.428559263.1720323385716.4.0,s3://idc-open-data/55f9c04a-d86c-41a5-af2f-5fc1c87f3334/*
GTEX-1B98T-1426,GTEX-1B98T-1425,1.3.6.1.4.1.5962.99.1.2401439599.1242129211.1720388390767.4.0,s3://idc-open-data/c51f5189-9955-434e-b8e8-ce44b4272dd8/*
GTEX-1C64N-0526,GTEX-1C64N-0525,1.3.6.1.4.1.5962.99.1.1970099991.1096666562.1719957051159.4.0,s3://idc-open-data/ea8295e4-a871-4fa0-a94b-71a81806aab5/*
GTEX-1N7R6-1126,GTEX-1N7R6-1125,1.3.6.1.4.1.5962.99.1.2450042655.1560160229.1720436993823.4.0,s3://idc-open-data/9a261b12-ab39-434b-a33c-d2872c7abeb0/*
GTEX-147GR-1226,GTEX-147GR-1225,1.3.6.1.4.1.5962.99.1.2338152947.1516060629.1720325104115.4.0,s3://idc-open-data/4e869f93-6064-4827-9b37-e17e63f6da6f/*
GTEX-RVPV-2226,GTEX-RVPV-2225,1.3.6.1.4.1.5962.99.1.2363062858.1906645695.1720350014026.4.0,s3://idc-open-data/efac55d0-5fd6-46c3-90ad-7a37cbef3125/*
GTEX-17HHY-0626,GTEX-17HHY-0625,1.3.6.1.4.1.5962.99.1.2182481732.48149914.1720169432900.4.0,s3://idc-open-data/89afc268-4166-40e2-91d7-0048d54fff72/*
GTEX-ZAB5-2026,GTEX-ZAB5-2025,1.3.6.1.4.1.5962.99.1.1967900809.593735638.1719954851977.4.0,s3://idc-open-data/04183da2-5e9b-48a4-9427-be2223fdec85/*
GTEX-1497J-0926,GTEX-1497J-0925,1.3.6.1.4.1.5962.99.1.2314739792.1747979594.1720301690960.4.0,s3://idc-open-data/5cf6ccd5-3abe-420f-8b98-30da303c5bf0/*
GTEX-131XW-1826,GTEX-131XW-1825,1.3.6.1.4.1.5962.99.1.2009974087.493758041.1719996925255.4.0,s3://idc-open-data/5da66e4c-3a94-46c3-9199-cba80f17d8b6/*
GTEX-15D79-0426,GTEX-15D79-0425,1.3.6.1.4.1.5962.99.1.1971107469.1733400075.1719958058637.4.0,s3://idc-open-data/40e125ae-5770-4b77-8eca-79a2fd0a2cfa/*
GTEX-UTHO-1126,GTEX-UTHO-1125,1.3.6.1.4.1.5962.99.1.2216430672.1872151774.1720203381840.4.0,s3://idc-open-data/77839243-20c4-47ca-a9b5-0fdbb62f1fbd/*
GTEX-11EM3-0326,GTEX-11EM3-0325,1.3.6.1.4.1.5962.99.1.2460681410.1601177454.1720447632578.4.0,s3://idc-open-data/67c4d3ba-79f4-41ae-8b14-ee9de3fef745/*
GTEX-1C6VR-3026,GTEX-1C6VR-3025,1.3.6.1.4.1.5962.99.1.2229534423.523621648.1720216485591.4.0,s3://idc-open-data/d6f5b4f2-a4ad-4fd3-8b50-be28b0029815/*
GTEX-1MCQQ-1726,GTEX-1MCQQ-1725,1.3.6.1.4.1.5962.99.1.2086178823.450096025.1720073129991.4.0,s3://idc-open-data/7c9823b7-2431-4df4-804c-7de99d733519/*
GTEX-18D9A-2026,GTEX-18D9A-2025,1.3.6.1.4.1.5962.99.1.2155243180.676373715.1720142194348.4.0,s3://idc-open-data/8b3d77d4-411e-44ce-b7db-b3fe09067e34/*
GTEX-T5JC-0526,GTEX-T5JC-0525,1.3.6.1.4.1.5962.99.1.2162159166.158043657.1720149110334.4.0,s3://idc-open-data/d533a077-21bc-498e-af59-268667927ff4/*
GTEX-1A8G6-2326,GTEX-1A8G6-2325,1.3.6.1.4.1.5962.99.1.2328868872.1716209100.1720315820040.4.0,s3://idc-open-data/acc5d678-dab7-499c-8e37-583801545a83/*
GTEX-14PN3-0926,GTEX-14PN3-0925,1.3.6.1.4.1.5962.99.1.2350120413.783696367.1720337071581.4.0,s3://idc-open-data/69077cc6-8337-402a-b1bc-81ae8083989c/*
